step,time,maximum,energy,modified,signal,error
648,1.6199999999999766,0.45351946851963798,1.2015669194282099,1.2014746475325915,-0.36197628860846065,0.5651438411870725
660,1.6499999999999759,0.45082466305811314,1.2015669193808758,1.2014746475325793,-0.40125508768954421,0.58199578692803555
672,1.6799999999999753,0.44266362676818105,1.2015669193376382,1.2014746475325755,-0.39786350344789123,0.60026544600291276
684,1.7099999999999747,0.43854827913431765,1.2015669192981744,1.2014746475325977,-0.33879937939040056,0.62211018542071783
696,1.739999999999974,0.43264044147657199,1.2015669192620526,1.2014746475325944,-0.22307287899818834,0.64275371811072379
708,1.7699999999999734,0.42637992672283404,1.2015669192289473,1.2014746475325926,-0.066397916771279625,0.66890740106657365
720,1.7999999999999727,0.4224996672510693,1.2015669191985676,1.2014746475325908,0.099560370405797641,0.69145043450222232
732,1.8299999999999721,0.41435399285927316,1.20156691917063,1.201474647532601,0.23509780770074037,0.72119586817278503
744,1.8599999999999715,0.41229518274074883,1.2015669191449212,1.2014746475325899,0.30601731691541312,0.74707765687042504
756,1.8899999999999708,0.40544715653851665,1.2015669191212022,1.2014746475325839,0.29767013404648895,0.77766687133425783
768,1.9199999999999702,0.40207350717993356,1.2015669190993297,1.2014746475326006,0.22255732616868587,0.80645100544128145
780,1.9499999999999695,0.39714007424841036,1.2015669190790919,1.2014746475325848,0.11639182248349728,0.83692308663727499
792,1.9799999999999689,0.39187461630309267,1.2015669190603881,1.2014746475325933,0.022938864814460731,0.86783083249976412
804,2.0099999999999683,0.38867485548213521,1.2015669190430542,1.2014746475325937,-0.025603086503776778,0.89750878433375891
816,2.0399999999999676,0.38173269067101145,1.2015669190269729,1.2014746475325733,-0.022450081385007894,0.92976318284291348
828,2.069999999999967,0.3801001502296365,1.2015669190120344,1.2014746475325846,0.013508323947652176,0.95794108138212319
840,2.0999999999999663,0.37422472487810043,1.2015669189980724,1.2014746475325975,0.051192038439813153,0.99077859208189967
852,2.1299999999999657,0.37145848418856015,1.2015669189847047,1.2014746475325997,0.066288854108526418,1.0194080359634872
864,2.1599999999999651,0.36723669344573717,1.2015669189703466,1.2014746475325788,0.053966908374027407,1.0494238550499126
876,2.1899999999999644,0.36278691148964309,1.2015669189475691,1.201474647532589,0.027929664923868516,1.0778925945858473
888,2.2199999999999638,0.36007075635269109,1.2015669188846796,1.2014746475326004,0.0078065103695100805,1.1042932984362268
900,2.2499999999999631,0.35411760796274111,1.2015669186565103,1.2014746475326024,0.0046962655445109804,1.1319027244725242
912,2.2799999999999625,0.3527700779250002,1.2015669178144053,1.2014746475326057,0.015140351734574294,1.1549101317380612
924,2.3099999999999619,0.34762754069935309,1.2015669149046855,1.2014746475326077,0.026664357607700511,1.1801629869845278
936,2.3399999999999612,0.3479065054178519,1.2015669057096898,1.2014746475325864,0.029037885228247125,1.2016758984899738
948,2.3699999999999606,0.3437561560343636,1.2015668793995531,1.2014746475325904,0.021723386894365648,1.2215076323223009
960,2.3999999999999599,0.34218031369808521,1.2015668118515697,1.2014746475325957,0.012239061371770983,1.2409364959987077
